FileName,DomainID,ConversationID,UtteranceID,SpeakerID,PlainText
2_0013_0022_B,2,13,22,B,请您沿着主路直走，在第二个路口左拐，即可到达。
2_0013_0023_A,2,13,23,A,远吗？要走多久？
2_0013_0024_B,2,13,24,B,预计需要步行六分钟。
2_0013_0025_A,2,13,25,A,感觉有点远，不太想走。
2_0013_0026_B,2,13,26,B,请问需要我为您呼叫代步车吗？
2_0013_0027_A,2,13,27,A,代步车？收费吗？
2_0013_0028_B,2,13,28,B,不收费的，代步车是免费服务的项目。
2_0013_0029_A,2,13,29,A,好，那帮我叫一辆。
2_0013_0030_B,2,13,30,B,好的，已经为您呼叫了代步车，请您稍作等待。
2_0013_0031_A,2,13,31,A,这要等多久呀？
2_0013_0032_B,2,13,32,B,预计代步车在两分钟后会到达这里。
2_0013_0033_A,2,13,33,A,这代步车还挺方便。
2_0013_0034_B,2,13,34,B,是的呢。
2_0013_0035_A,2,13,35,A,谢谢了啊。
2_0013_0036_B,2,13,36,B,不客气，为您服务是我的荣幸。
2_0014_0001_A,2,14,1,A,你好。
2_0014_0002_B,2,14,2,B,您好，请问您有什么需要吗？
2_0014_0003_A,2,14,3,A,我想多了解了解你们养老院，给我具体讲讲吧。
2_0014_0004_B,2,14,4,B,好的，请问您想了解哪方面的信息呢？
2_0014_0005_A,2,14,5,A,你们养老院有几个部门呀？
2_0014_0006_B,2,14,6,B,我们主要有三大部们，分别是护理部、后勤部和办公室。
2_0014_0007_A,2,14,7,A,哦哦，了解了。
2_0014_0008_B,2,14,8,B,请问您还有其他想了解的吗？
2_0014_0009_A,2,14,9,A,嗯……你们有设置消防设施吧。
2_0014_0010_B,2,14,10,B,有的，我们设置了应急照明、灭火器、自动报警系统和自动喷淋系统。
2_0014_0011_A,2,14,11,A,那还挺完备的哈。
2_0014_0012_B,2,14,12,B,是的呢。老人们的安全是要放在首位的。
2_0014_0013_A,2,14,13,A,那安保方面呢？
2_0014_0014_B,2,14,14,B,在安保方面，我们养老院会对安保进行招募并严格制定安保计划，保障院内长者安全。
2_0014_0015_A,2,14,15,A,好，我大致有个了解了。
2_0014_0016_B,2,14,16,B,好的，很高兴可以为您服务。
2_0015_0001_A,2,15,1,A,你好。
2_0015_0002_B,2,15,2,B,您好，请问您需要什么帮助吗？
2_0015_0003_A,2,15,3,A,我听说今天有志愿者来陪我们聊天，他们在哪里呀？
2_0015_0004_B,2,15,4,B,志愿者们正在活动大厅为待会的活动做准备。
2_0015_0005_A,2,15,5,A,待会有什么活动呀？
2_0015_0006_B,2,15,6,B,有诗词朗诵、心灵关怀等活动。
2_0015_0007_A,2,15,7,A,哦哦，那还是会像上次一样，志愿者会在活动结束之后陪我们聊天吗？
2_0015_0008_B,2,15,8,B,会的。
2_0015_0009_A,2,15,9,A,太好了，那我现在就要去活动大厅。
2_0015_0010_B,2,15,10,B,好的，请您慢走，注意安全。
2_0015_0011_A,2,15,11,A,能帮我算算我还要走多久吗？
2_0015_0012_B,2,15,12,B,预计需要步行四分钟。
2_0015_0013_A,2,15,13,A,好，那我走了。
2_0015_0014_B,2,15,14,B,好的，很高兴为您服务。
2_0016_0001_A,2,16,1,A,你好。
2_0016_0002_B,2,16,2,B,您好，请问有什么能为您服务的。
2_0016_0003_A,2,16,3,A,你们养老院门口的保安是二十四小时值守吗？
2_0016_0004_B,2,16,4,B,是的。
2_0016_0005_A,2,16,5,A,那平时会有人巡视吗？
2_0016_0006_B,2,16,6,B,有的，我院有安保人员二十四小时不定时巡视。
2_0016_0007_A,2,16,7,A,外人应该不能随便进养老院的吧？
2_0016_0008_B,2,16,8,B,是的，特别是在疫情背景下，出入院均有严格的管理规定。
2_0016_0009_A,2,16,9,A,哦哦那就好。
2_0016_0010_B,2,16,10,B,嗯呢，您还有什么问题吗？
2_0016_0011_A,2,16,11,A,我就问问这个安全的问题。
2_0016_0012_B,2,16,12,B,好的，您有什么问题了可以随时再问我。
2_0016_0013_A,2,16,13,A,好。
2_0017_0001_A,2,17,1,A,你好。
2_0017_0002_B,2,17,2,B,您好，请问有什么能为您服务的。
2_0017_0003_A,2,17,3,A,你们养老院总体有哪些服务项目呢？
2_0017_0004_B,2,17,4,B,有生活照料、营养膳食、娱乐活动、安全管理、康复陪伴，情感陪护、情感关怀、健康评估+分级照护等服务。
2_0017_0005_A,2,17,5,A,你们生活照料大概是怎么护理老人的呢？
2_0017_0006_B,2,17,6,B,我们护理员对入住老人从健康教育与维护、心理疏导、户外活动、购物助引、口腔护理、沐浴更衣、修剪指甲、端水喂饭、个人卫生、房间打扫、如厕、用药提醒二便护理等方面进行护理服务
2_0017_0007_A,2,17,7,A,还蛮详细的，你们有试住活动吗？
2_0017_0008_B,2,17,8,B,有的，您感兴趣的话我可以帮您预约试住咨询服务。
2_0017_0009_A,2,17,9,A,不用了，我就问问。
2_0017_0010_B,2,17,10,B,好的，那您有需要了再叫我
2_0018_0001_A,2,18,1,A,你好。
2_0018_0002_B,2,18,2,B,您好，请问有什么能为您服务的。
2_0018_0003_A,2,18,3,A,请问你们提供上门服务吗？
2_0018_0004_B,2,18,4,B,不好意思，暂时不提供的。
2_0018_0005_A,2,18,5,A,好的吧。
2_0018_0006_B,2,18,6,B,嗯呢，您还有什么问题吗？
2_0018_0007_A,2,18,7,A,那就白天的托管呢？傍晚我们来接她的那种。
2_0018_0008_B,2,18,8,B,可以的，我们有专门的日托床位。
2_0018_0009_A,2,18,9,A,日托的护理流程和全托的是一样的吗？
2_0018_0010_B,2,18,10,B,这个具体是看您的需求呢。
2_0018_0011_A,2,18,11,A,不同的护理需求收费是不一样的吗？
2_0018_0012_B,2,18,12,B,是的，我们有不同价位和不同服务的护理套餐。
2_0018_0013_A,2,18,13,A,具体是怎么样呢？
2_0018_0014_B,2,18,14,B,详细信息需要人工解答，需要我帮您预约吗？
2_0018_0015_A,2,18,15,A,可以。
2_0018_0016_B,2,18,16,B,好的，已为您预约人工咨询服务，麻烦您稍等一下，马上就会有工作人员带您过去。
2_0018_0017_A,2,18,17,A,好。
2_0019_0001_A,2,19,1,A,你好，你们养老院的安保好不好啊？
2_0019_0002_B,2,19,2,B,我们养老院配备足够数量的保安把守，不会让任何外来可疑人院进入院内。同时，我们还有安全员，定期检查各处设施是否漏水漏电等，保证老人们的安全。
2_0019_0003_A,2,19,3,A,饭菜怎么样？不会用不新鲜的食材吧？
2_0019_0004_B,2,19,4,B,不会，我们第二天的食材都是前一天到市场上买的，保证让老人们吃上新鲜的菜。我们的厨师也都受过专业培训，不会让老人们同时吃相克的食物。
2_0019_0005_A,2,19,5,A,那还不错。还有，养老院平时会有什么活动吗？
2_0019_0006_B,2,19,6,B,我们会定期举办一些文娱活动，比如让老人们一起做手工、打打牌，唱唱歌什么的。节假日的时候，护工们可能也会抽空排演一些节目，表演来让老人们开心开心。
2_0019_0007_A,2,19,7,A,哇，那你们这个很好诶。这样的话护工也会很辛苦吧？
2_0019_0008_B,2,19,8,B,这个没事的，我们院的宗旨就是要尽力关怀、服务好老人，让大家都放心把老人交到我们这边来。
2_0019_0009_A,2,19,9,A,嗯，好的，我想了解的就这么多，回去我再跟家里人商量商量，来不来你们养老院。
2_0019_0010_B,2,19,10,B,好的，我们随时欢迎您前来。
2_0020_0001_A,2,20,1,A,你们养老院，有没有什么运动设施之类的？我想让我家老人多运动运动。
2_0020_0002_B,2,20,2,B,有的，我们养老院有桌球和台球，都设在室内。关于室外的运动项目，我们养老院设有一个种植园，到了合适的季节也会组织想要参与的老人栽培一下瓜果蔬菜，给院里供给的同时也让他们运动运动。
2_0020_0003_A,2,20,3,A,那你们不会拉老人做免费劳动力吧？
2_0020_0004_B,2,20,4,B,当然不会，我们只组织愿意参加的老人下地，而且体验和运动为主，如果老人不想做了或者身体不适，我们随时都可停下，不会为难老人。
2_0020_0005_A,2,20,5,A,那就好。室内运动设施，只有桌球和台球吗？要是不会这两样运动怎么样？
2_0020_0006_B,2,20,6,B,目前是只有这两种运动设施，如果不会但是想玩的话也没关系的，护工会手把手教老人，或者老人想随意玩玩动动也可以。
2_0020_0007_A,2,20,7,A,嗯，这还不错，有两项运动也很好了…那场地呢？场地够不够？
2_0020_0008_B,2,20,8,B,我们有四张乒乓球桌，四张台球桌，应该是足够的，因为并非全院的老人都热衷于这两项运动，很多老人更喜欢饭后在院外空旷的地方散散步。
2_0020_0009_A,2,20,9,A,那也还行。嗯，设施会不会过于老旧？
2_0020_0010_B,2,20,10,B,我们养老院虽然已经成立很久，但是设施是五年一换，目前这批运动设施刚刚用过两年，并没有损坏迹象，您可以放心。
2_0020_0011_A,2,20,11,A,好哇，那现在能带我参观一下你们养老院吗？
2_0020_0012_B,2,20,12,B,不好意思，由于最近疫情的原因，养老院虽对外开放参观，但限制人数，今天的人数已经满了，您可以明日再来。
2_0020_0013_A,2,20,13,A,好吧，那我明天再来。
2_0020_0014_B,2,20,14,B,好的，明日欢迎前来参观～
2_0021_0001_A,2,21,1,A,养老院的伙食怎么样
2_0021_0002_B,2,21,2,B,我们会提供可口便于消化的家常饭、菜、点心、茶水，切实做到营养搭配合理，饭菜天天不重
2_0021_0003_A,2,21,3,A,汤类都有什么
2_0021_0004_B,2,21,4,B,我们提供的汤类有小米汤、大米汤、玉米粥、鸡蛋汤、豆浆等
2_0021_0005_A,2,21,5,A,主食有什么
2_0021_0006_B,2,21,6,B,我们提供的主食有鸡蛋、油条、油饼、花卷、蒸馍、面条、饺子、包子、麻食等
2_0021_0007_A,2,21,7,A,提供亲情服务么
2_0021_0008_B,2,21,8,B,工作人员经常与老人沟通，了解老人的喜怒哀乐、脾气秉性、生活习惯、个人爱好，了解老人内心世界，视老人为亲人，尽最大可能让老人保持心情舒畅，生活愉快
2_0022_0001_A,2,22,1,A,你好。
2_0022_0002_B,2,22,2,B,您好，请问有什么能为您服务的。
2_0022_0003_A,2,22,3,A,老人在你们院可以有哪些文娱活动呢？
2_0022_0004_B,2,22,4,B,具体有合唱、舞蹈、音乐欣赏、观影、手工、书画、棋牌、台球、乒乓球、肢体操、茶艺、健身等，不同活动配备有不同的活动室或者活动区域。
2_0022_0005_A,2,22,5,A,种类还挺丰富的，有几台台球桌和乒乓球桌呢？
2_0022_0006_B,2,22,6,B,我院配有两张台球桌和四张乒乓球桌。
2_0022_0007_A,2,22,7,A,这些都是室内活动吗？
2_0022_0008_B,2,22,8,B,是的，部分健身器材在室外。
2_0022_0009_A,2,22,9,A,我可以参观一下吗？
2_0022_0010_B,2,22,10,B,可以的，您现在参观吗？
2_0022_0011_A,2,22,11,A,对。
2_0022_0012_B,2,22,12,B,好的，您预估参观时间要多久呢？
2_0022_0013_A,2,22,13,A,半个小时吧。
2_0022_0014_B,2,22,14,B,好的，已为您预约半小时的现场参观服务，您在这里稍等一下马上就会有工作人员带您过去。
2_0022_0015_A,2,22,15,A,好。
2_0023_0001_A,2,23,1,A,你好。
2_0023_0002_B,2,23,2,B,您好，请问有什么能为您服务的。
2_0023_0003_A,2,23,3,A,我看你们宣传的照片上，老人的房门口有个窗口，那是干嘛的啊？
2_0023_0004_B,2,23,4,B,我们院为老人在房门口设计了记忆窗，老人可以在里面摆放不同物品，方便自己辨认房间。
2_0023_0005_A,2,23,5,A,哦哦哦，这是我没想到的。
2_0023_0006_B,2,23,6,B,嗯呢，我们院致力于为老人提供无死角的贴心服务。
2_0024_0001_A,2,24,1,A,你好。
2_0024_0002_B,2,24,2,B,您好，请问有什么能为您服务的。
2_0024_0003_A,2,24,3,A,想问一下你们这个养老院饮食口味是怎么样的呢？
2_0024_0004_B,2,24,4,B,我们院配有专业营养师精心制定营养食谱，花色品种适时更换，对不同信仰、少数民族及特殊人群提供个性化餐饮，如糖尿病、低盐、低脂、低糖等。
2_0024_0005_A,2,24,5,A,昂，就是也能有清淡的嘛。
2_0024_0006_B,2,24,6,B,是的，我们院的饮食总体上是偏清淡的。
2_0024_0007_A,2,24,7,A,那万一我偶尔想吃点有味道的你们会提供吗？
2_0024_0008_B,2,24,8,B,我们院营养师会在合理的范围内为照顾老人的口味推出一些特色菜，您也可以在餐厅的留言板上留下您的口味想法和意见。
2_0024_0009_A,2,24,9,A,哦哦好，你们院里有小卖部吗，超市之类的。
2_0024_0010_B,2,24,10,B,没有的，如果您有购物需要可以和我们采购人员说明，他们会负责为您采购。
2_0024_0011_A,2,24,11,A,哦哦，所以我是不能自己出去的吗？
2_0024_0012_B,2,24,12,B,是的，近期也由于疫情原因，出入院的管理有严格的要求。
2_0024_0013_A,2,24,13,A,那有特殊需要可以申请吗？
2_0024_0014_B,2,24,14,B,可以的。
2_0024_0015_A,2,24,15,A,好的。
2_0024_0016_B,2,24,16,B,嗯呢，您还有什么问题吗？
2_0024_0017_A,2,24,17,A,没有了。
