FileName,DomainID,ConversationID,UtteranceID,SpeakerID,PlainText
4_0015_0001_A,4,15,1,A,你好医生，孩子现在三岁，右手右脚不灵活，右手力量差，现在该怎么治疗？
4_0015_0002_B,4,15,2,B,你好，三岁的孩子右手右脚不灵活，右手力量比较差，有必要查找清楚是什么原因造成的。是不是先天性发育不良造成的，或者是后天疾病因素，有没有外力损伤，有没有脑瘫的问题。
4_0015_0003_A,4,15,3,A,这个要去哪里查呢？平时我们没觉得孩子有什么问题。
4_0015_0004_B,4,15,4,B,建议您先去挂个小儿神经科。需要我为您挂号吗？
4_0015_0005_A,4,15,5,A,好的，麻烦了。
4_0015_0006_B,4,15,6,B,好的，已为您预约小儿神经科零一诊室，您的号码是五号，前面有零位病人在等待。
4_0016_0001_A,4,16,1,A,请问一下，我这俩天背上开始出现一块一块的红斑是什么情况啊。
4_0016_0002_B,4,16,2,B,你这种情况如果没有水泡，考虑是皮肤局部发炎导致的红斑，如果红斑面积没有扩大到四肢，可以外涂消炎药膏，保持皮肤清洁，穿透气性较好的衣服，饮食上不要吃辛辣食物。先观察几天，如果有好转就继续涂抹药膏，如果三天之后症状没有缓解，就需要到医院做皮肤检查。
4_0016_0003_A,4,16,3,A,啊，那我扩大到四肢了。
4_0016_0004_B,4,16,4,B,这样的话这边可以帮您挂个皮肤科的号，最好去检查一下。
4_0016_0005_A,4,16,5,A,好的，谢谢你。
4_0016_0006_B,4,16,6,B,已为您预约皮肤科零二诊室，您的号码是八号，前面有三位病人在等待。
4_0017_0001_A,4,17,1,A,你好，医生，我的腋下疼，就像皮疼一样，那片成红色，这属于什么情况？
4_0017_0002_B,4,17,2,B,腋下疼考虑是皮炎，引起皮炎的病因有机械性、化学性、真菌性、寄生虫性、过敏性等因素，可以先吃些消炎药抗过敏药，最好是去医院皮肤科检查，建议你应避免吃辣的食物辣椒，姜，蒜，禁烟酒等。
4_0017_0003_A,4,17,3,A,请问是什么样的消炎药、抗过敏药呢？
4_0017_0004_B,4,17,4,B,这个建议您还是先挂号做个检查，遵医嘱购买为好，不可随便用药。
4_0017_0005_A,4,17,5,A,这样，那我怎么挂号啊？
4_0017_0006_B,4,17,6,B,我这里就可以帮您挂号，请问您需要挂皮肤科的号吗？
4_0017_0007_A,4,17,7,A,啊，太好了，那你帮我挂个号吧。
4_0018_0001_A,4,18,1,A,你好，吃了紧急避孕药后，一个月内发现怀孕了，怎么办？
4_0018_0002_B,4,18,2,B,你好，吃了紧急避孕药后，一个月内发现怀孕了，这个宝宝不建议您要的，因为紧急避孕药对宝宝不但有近期副作用，而且还有远期副作用。不过，建议您去做超声检查检查，孕囊进入宫腔以后，不超过四十九天，可以药物流产手术，不超过六十天可以做无痛可视人流手术。以后不要再轻易吃紧急避孕药了。
4_0018_0003_A,4,18,3,A,那万一宝宝没问题呢？流产了个没问题的宝宝，不是很可惜！
4_0018_0004_B,4,18,4,B,如果您想保留宝宝，需要严格做好孕期的检查，在孕十四至十九周做唐氏筛查，孕二十二至二十六周做四维彩超产前排除畸形可能。若是有必要，十六周至二十周做羊水穿刺及脐血分析，这样可以明确宝宝在宫内的发育情况。
4_0018_0005_A,4,18,5,A,好的，谢谢啊......我还是去做个超声检查检查吧。请问这个怎么做呢？
4_0018_0006_B,4,18,6,B,亲，需要先挂号，做超声检查检查需要挂妇产科。需要为您挂号吗？
4_0018_0007_A,4,18,7,A,嗯嗯，麻烦了！
4_0018_0008_B,4,18,8,B,好的，已为您预约妇产科零五号诊室，您的号码是十八号，前面还有一人在等待～
4_0019_0001_A,4,19,1,A,女友上次是六月四号左右开始来的例假，我们十九到二十二号做过几次，有戴套套，但到今天（五号）还没来例假，而且这几天她尿频，发困，会不会怀上？
4_0019_0002_B,4,19,2,B,你好，据你所述，不好确定，不排除有意外怀孕的可能，建议暂时注意观察看看，可以在月经推迟一周后检测早孕试纸看看较好，避免盲目用药。
4_0019_0003_A,4,19,3,A,好的，谢了！
4_0019_0004_B,4,19,4,B,不客气，希望能帮到您。
4_0020_0001_A,4,20,1,A,怎样增加小儿抵抗力呢？
4_0020_0002_B,4,20,2,B,你好，增加孩子的抵抗力，这种情况建议您平时带孩子要多晒太阳，多运动运动，多喝水，多吃点蔬菜水果多吃点营养价值高的食物，增强孩子的体质。平时要注意卫生，每天要给孩子洗澡，可以多给孩子补充些钙和维生素A、D，有助于孩子的生长发育。
4_0020_0003_A,4,20,3,A,嗯嗯，好的呢。
4_0020_0004_B,4,20,4,B,好的，有什么问题可以再来提问～
4_0021_0001_A,4,21,1,A,七个月的宝宝，之前感冒过一次，在吃奶鼻子总听见呼哧的声音怎么办？
4_0021_0002_B,4,21,2,B,好，可以考虑宝宝是感冒症状缓解以后出现的鼻塞的症状，有鼻粘膜的充血水肿或者鼻腔的分泌物堵塞引起的可能，建议选择使用消毒棉签沾生理盐水清洗鼻腔为宜。
4_0021_0003_A,4,21,3,A,那你们这儿有消毒棉签卖吗？
4_0021_0004_B,4,21,4,B,我们医院可以凭医生的处方取药，但是不卖药，需要药的话可以去药房购买。
4_0021_0005_A,4,21,5,A,好的吧，我知道了，本来还想少走一趟的。
4_0021_0006_B,4,21,6,B,不好意思，这是医院的规定，避免病人乱买药，请您谅解一下。
4_0021_0007_A,4,21,7,A,嗯，没事，我去找找看附近的药店吧。
4_0021_0008_B,4,21,8,B,好的，感谢您的咨询，祝您生活愉快。
4_0022_0001_A,4,22,1,A,我总是会长痘，有时候早上的痘消了到了下午还会长出来，要怎样才会好？
4_0022_0002_B,4,22,2,B,你可能是皮脂腺分泌油脂太多，或是身体内分泌失调导致长痘多，可以去皮肤医院治疗，平时还要注意清洁脸部，不要吃太多辛辣食品。
4_0022_0003_A,4,22,3,A,啊，这里也可以治这个对吧？不是非要去皮肤医院吧？
4_0022_0004_B,4,22,4,B,嗯嗯，我们医院也有皮肤科，也可以进行治疗。
4_0022_0005_A,4,22,5,A,好的，那你帮我挂个号吧。
4_0022_0006_B,4,22,6,B,好的，已为您预约皮肤科零二诊室，您的号码是九号，前面还有一位病人在等候。
4_0023_0001_A,4,23,1,A,您好
4_0023_0002_B,4,23,2,B,您好，有什么可以帮到您的吗
4_0023_0003_A,4,23,3,A,我感觉最近失眠，想看医生
4_0023_0004_B,4,23,4,B,好的，请扫描您的有效证件。已为您挂了神经内科，您的号码是六号，现在医生正在接诊四号
4_0024_0001_A,4,24,1,A,在吗
4_0024_0002_B,4,24,2,B,您好，有什么可以帮到您的吗
4_0024_0003_A,4,24,3,A,厕所在哪边
4_0024_0004_B,4,24,4,B,厕所在挂号处与楼间通道的接口处，您向前直走，就可以到达
4_0025_0001_A,4,25,1,A,您好在吗
4_0025_0002_B,4,25,2,B,您好，有什么可以帮到您的吗
4_0025_0003_A,4,25,3,A,皮肤科今天开了吗
4_0025_0004_B,4,25,4,B,抱歉今天没有，您可以周五的时候前来挂号，或通过医院的网上平台进行预约
4_0026_0001_A,4,26,1,A,你好
4_0026_0002_B,4,26,2,B,您好，有什么可以帮到您的吗
4_0026_0003_A,4,26,3,A,我的口罩坏了，医院里哪里可以买到
4_0026_0004_B,4,26,4,B,进门诊部正门右手边的日用品商店里有卖。
4_0026_0005_A,4,26,5,A,需要多少钱啊
4_0026_0006_B,4,26,6,B,一包六元，您可以选择现金或微信支付宝支付
4_0026_0007_A,4,26,7,A,谢谢
4_0026_0008_B,4,26,8,B,很高兴为您提供帮助
4_0027_0001_A,4,27,1,A,小天在吗
4_0027_0002_B,4,27,2,B,您好，有什么可以帮到您的吗
4_0027_0003_A,4,27,3,A,预约明天上午十点的内科专家号
4_0027_0004_B,4,27,4,B,抱歉明天十点的专家号已经满名额了，您可以接受改到九点吗
4_0027_0005_A,4,27,5,A,可以
4_0027_0006_B,4,27,6,B,好的，请扫描您的有效证件。已为您预约明天上午九点的内科专家号，请于九点半到十点之间前来取号，
4_0028_0001_A,4,28,1,A,可以帮我挂号吗
4_0028_0002_B,4,28,2,B,好的，您要挂哪科的号？
4_0028_0003_A,4,28,3,A,我不知道，我耳朵不舒服
4_0028_0004_B,4,28,4,B,好的，建议您去耳鼻喉科问诊
4_0028_0005_A,4,28,5,A,行，来一个号吧
4_0028_0006_B,4,28,6,B,好的，请扫描您的有效证件。已经为您办理耳鼻喉科门诊十一号，您的前面没有待诊患者，请尽快前往三楼的诊室
4_0029_0001_A,4,29,1,A,你好
4_0029_0002_B,4,29,2,B,您好，有什么可以帮到您的吗
4_0029_0003_A,4,29,3,A,我想预约停车场
4_0029_0004_B,4,29,4,B,医院的停车场无法预约，建议您使用公共交通工具出行
4_0029_0005_A,4,29,5,A,好的，那你们有分院吗
4_0029_0006_B,4,29,6,B,很抱歉，本医院没有分院。
4_0029_0007_A,4,29,7,A,行，那拜拜。
4_0029_0008_B,4,29,8,B,很高兴为您服务
4_0030_0001_A,4,30,1,A,小天
4_0030_0002_B,4,30,2,B,您好，有什么可以帮到您的吗
4_0030_0003_A,4,30,3,A,医院里有饮水机吗
4_0030_0004_B,4,30,4,B,您好，饮水机在一楼大厅厕所的旁边，
4_0030_0005_A,4,30,5,A,我需要怎么去呢
4_0030_0006_B,4,30,6,B,厕所在您的右手边
4_0030_0007_A,4,30,7,A,好的，我没有杯子怎么办
4_0030_0008_B,4,30,8,B,饮水机旁配有一次性纸杯，您可以取用
4_0030_0009_A,4,30,9,A,谢谢
4_0030_0010_B,4,30,10,B,很高兴为您服务
4_0031_0001_A,4,31,1,A,你好
4_0031_0002_B,4,31,2,B,您好，有什么可以帮到您的吗
4_0031_0003_A,4,31,3,A,突然没有事情了
4_0031_0004_B,4,31,4,B,没有关系，有问题的时候寻找小天就好
4_0031_0005_A,4,31,5,A,对了，咱们医院有没有过敏检测啊
4_0031_0006_B,4,31,6,B,您好，本院可以做过敏检测，如果您有就诊需求，请前往过敏门诊进行咨询
4_0031_0007_A,4,31,7,A,好的，谢谢小天
4_0031_0008_B,4,31,8,B,很高兴为您服务
4_0032_0001_A,4,32,1,A,人工智能
4_0032_0002_B,4,32,2,B,您好，有什么可以为您提供帮助的吗
4_0032_0003_A,4,32,3,A,三楼怎么去，
4_0032_0004_B,4,32,4,B,您可以从进大厅右手边的斜梯前往，也可以进大厅往里走乘坐直梯
4_0032_0005_A,4,32,5,A,好
4_0032_0006_B,4,32,6,B,您还有想要询问的信息吗
4_0032_0007_A,4,32,7,A,没
4_0032_0008_B,4,32,8,B,很高兴为您服务
4_0033_0001_A,4,33,1,A,小天
4_0033_0002_B,4,33,2,B,您好，有什么可以为您提供帮助的吗
4_0033_0003_A,4,33,3,A,住院办理
4_0033_0004_B,4,33,4,B,抱歉，医院目前暂时没有空余床位
4_0033_0005_A,4,33,5,A,那怎么办
4_0033_0006_B,4,33,6,B,您可以考虑联系您的主治医师进行安排
4_0033_0007_A,4,33,7,A,什么时候能有床位
4_0033_0008_B,4,33,8,B,很抱歉，小天没有这方面的信息
4_0033_0009_A,4,33,9,A,好的
4_0033_0010_B,4,33,10,B,您还有想要了解的信息吗
4_0033_0011_A,4,33,11,A,没有了
4_0033_0012_B,4,33,12,B,很高兴为您服务
4_0034_0001_A,4,34,1,A,你好
4_0034_0002_B,4,34,2,B,您好，有什么可以为您提供帮助的吗
4_0034_0003_A,4,34,3,A,超声检查在哪做
4_0034_0004_B,4,34,4,B,超声检查诊室在门诊楼二楼采血室旁
4_0034_0005_A,4,34,5,A,好的，
4_0034_0006_B,4,34,6,B,您还有什么需要了解的吗
4_0034_0007_A,4,34,7,A,没了
4_0034_0008_B,4,34,8,B,很高兴为您服务
4_0035_0001_A,4,35,1,A,您好，请问我角结膜炎一直没好和玩手机有关系吗?
4_0035_0002_B,4,35,2,B,根据描述你是反复发作的角膜炎，它是一种由细菌或病毒引起的炎症。治疗角膜炎需要全身和局部同时使用抗生素，一次性根治好，防止反复发作，跟看电视、玩电脑、手机等关系不大。
4_0035_0003_A,4,35,3,A,那我能怎么治疗呢？
4_0035_0004_B,4,35,4,B,建议你按时滴眼药，吃抗生素，少用眼，防止角膜反复摩擦愈合差。
4_0035_0005_A,4,35,5,A,好的，谢谢您。
4_0035_0006_B,4,35,6,B,不客气。
4_0036_0001_A,4,36,1,A,您好，请问我嗜睡
4_0036_0002_B,4,36,2,B,从症状看精神不佳，首先不要熬夜，规律作息，查看视力，如果有屈光不正，需要验光后配戴合适度数的眼镜，如果矫正视力不能达到正常，需要查看眼底和裂隙灯，排除眼病。头昏脑胀，已排除颅脑部异常，需要测量血压，查看鼻部情况，排除鼻窦炎影响。
4_0036_0003_A,4,36,3,A,好的，谢谢您。
4_0036_0004_B,4,36,4,B,不客气。
4_0037_0001_A,4,37,1,A,您好，请问我前两天眼前突然出现大片黑影，还不停晃，会随着眼睛动，是什么原因呢？
4_0037_0002_B,4,37,2,B,眼前突然出现黑影，并且随眼球转动而晃动，你要去检查一下眼底视网膜的情况，是单纯的生理性玻璃体混浊，还是眼底视网膜出血引起的玻璃体积血等。需要做检查来明确的。
4_0037_0003_A,4,37,3,A,好的，谢谢您。
4_0037_0004_B,4,37,4,B,不客气。
4_0038_0001_A,4,38,1,A,您好，请问我今天做的脊柱侧弯。我看着骨盆好像有点倾。是骨盆影响侧弯好治吗？
4_0038_0002_B,4,38,2,B,通过你的详细描述为脊柱侧弯，建议拍片检查了解骨盆有没有旋转错位，一般骨盆旋转可以影响脊柱的，建议检查，明确诊断，指导下一步治疗，建议配合按摩推拿正骨治疗。
4_0038_0003_A,4,38,3,A,好的，谢谢您。
4_0038_0004_B,4,38,4,B,不客气。
4_0039_0001_A,4,39,1,A,您好，我喝了一瓶冰可乐后就开始肚子不舒服上了个厕所回来就四肢无力头昏恶心，有时还冒虚汗，但是这几天有来月经的感觉？
4_0039_0002_B,4,39,2,B,初步考虑为急性肠胃炎，需要给予相关诊治。
4_0039_0003_A,4,39,3,A,那我能怎么治疗呢？
4_0039_0004_B,4,39,4,B,你可以行一个血常规、便常规及腹部超声检查，初步考虑为急性肠胃炎，现可以给予口服吗丁啉及诺氟沙星胶囊，必要时静脉给药，避免食用辛辣刺激性食物及生冷食品，避免暴饮暴食及不洁饮食，避免劳累及熬夜，避免受风受凉，可以给予适当腹部按摩及保暖，观察。
4_0039_0005_A,4,39,5,A,好的，谢谢您。
4_0039_0006_B,4,39,6,B,不客气。
4_0040_0001_A,4,40,1,A,您好，孩子拇指腱鞘炎手术推迟几个月做，会不会耽误治疗？
4_0040_0002_B,4,40,2,B,腱鞘炎的话，一方面应该减少运动，加强休息，可以先动态观察，如果没有出现疼痛加重等情况的话，一般来说没有必要紧急处理，延迟几个月治疗的话也不会造成太大的影响。
4_0040_0003_A,4,40,3,A,好的，谢谢您。
4_0040_0004_B,4,40,4,B,不客气。
4_0041_0001_A,4,41,1,A,您好，我两条腿酸胀疼，用劲撑直就好多了。已经两天了。
4_0041_0002_B,4,41,2,B,考虑是腰椎间盘突出压迫导致的，建议据医院做个腰椎磁共振检查明确诊断。
4_0041_0003_A,4,41,3,A,那我能怎么治疗呢？
4_0041_0004_B,4,41,4,B,你可以口服万通筋骨片配合腰椎按摩，理疗，热敷进行对症治疗。急性期注意休息，避免下肢的过度运动，睡硬板床，防止久站久坐弯腰。
4_0041_0005_A,4,41,5,A,好的，谢谢您。
4_0041_0006_B,4,41,6,B,不客气。
4_0042_0001_A,4,42,1,A,您好，我打羽毛球姿势不对且用力过大而导致右手肩部剧烈疼痛，我使手臂自然下垂缓解疼痛，过了十五分钟左右，疼痛减轻，可以稍稍自由伸展，但仍然伴有疼痛感。
4_0042_0002_B,4,42,2,B,从你描述的发病经过来看，首先是考虑当时手臂用力不当，造成的监管力度，处韧带拉伤劳损的表现。
4_0042_0003_A,4,42,3,A,那我能怎么治疗呢？
4_0042_0004_B,4,42,4,B,前主要是建议多休息，这一侧的手臂不要用力，避免做旋转这类的动作，先外用巴布膏治疗，没有好转的话进一步到骨科就诊检查一下。
4_0042_0005_A,4,42,5,A,好的，谢谢您。
4_0042_0006_B,4,42,6,B,不客气。
4_0043_0001_A,4,43,1,A,您好，我在医院做脑电图后显示轻微异常，输三天液后烧已退下，就是孩子老说肚子疼，疼时大声嚷嚷，，肚痛是脑炎引起的，还是另有原因？
4_0043_0002_B,4,43,2,B,现在考虑为胃肠道的炎症反应和胃肠痉挛而引起的现象和脑炎并没有太直接的关联。
4_0043_0003_A,4,43,3,A,那我能怎么治疗呢？
4_0043_0004_B,4,43,4,B,建议现在要到儿童医院来复查，便常规或血常规分析，这样可以做出明确的判断，来选择药物解痉止痛和抗炎的治疗方法。
4_0043_0005_A,4,43,5,A,好的，谢谢您。
4_0043_0006_B,4,43,6,B,不客气。
4_0044_0001_A,4,44,1,A,您好，我不管是运动、天气温度高
4_0044_0002_B,4,44,2,B,主要考虑是有肾阴虚、身体的植物神经功能紊乱、缺钙、甲亢、气血虚导致出现情况
4_0044_0003_A,4,44,3,A,那我能怎么治疗呢？
4_0044_0004_B,4,44,4,B,平时主要是注意保证良好休息和睡眠
4_0044_0005_A,4,44,5,A,好的，谢谢您。
4_0044_0006_B,4,44,6,B,不客气。
4_0045_0001_A,4,45,1,A,您好。
4_0045_0002_B,4,45,2,B,您好，有什么可以帮到您。
4_0045_0003_A,4,45,3,A,我想挂一个明天上午九点的呼吸内科的专家门诊号。
4_0045_0004_B,4,45,4,B,实在抱歉，系统显示明天上午九点呼吸内科的专家余号为零，下午一点半余号还有三十位，您看可以吗？
4_0045_0005_A,4,45,5,A,不太行，那这周其他什么时间还有专家余号吗？
4_0045_0006_B,4,45,6,B,好的，这边为你查询到最近有呼吸内科专家余号的日期为这周五，具体时间分别是上午九点和下午两点，您看可以吗？
4_0045_0007_A,4,45,7,A,可以，请帮我预约一下这周五上午九点的号。
4_0045_0008_B,4,45,8,B,好的，已帮您预约这周五上午九点的呼吸内科门诊专家号，请在屏幕上输入一下就诊信息，确认病人身份。
4_0045_0009_A,4,45,9,A,输入完毕。
4_0045_0010_B,4,45,10,B,好的，到时会有短信提前通知您，请您注意查收。
4_0045_0011_A,4,45,11,A,好的，谢谢您。
4_0045_0012_B,4,45,12,B,不客气。
4_0046_0001_A,4,46,1,A,您好。
4_0046_0002_B,4,46,2,B,您好，有什么可以帮到您。
4_0046_0003_A,4,46,3,A,我想挂一个明天上午十点的消化内科的专家门诊号。
4_0046_0004_B,4,46,4,B,实在抱歉，系统显示明天上午十点消化内科的专家余号为零，下午两点半余号还有三十位，您看可以吗？
4_0046_0005_A,4,46,5,A,不太行，那这周其他什么时间还有专家余号吗？
4_0046_0006_B,4,46,6,B,好的，这边为你查询到最近有消化内科专家余号的日期为这周五，具体时间分别是上午九点和下午两点，您看可以吗？
4_0046_0007_A,4,46,7,A,可以，请帮我预约一下这周五上午九点的号。
4_0046_0008_B,4,46,8,B,好的，已帮您预约这周五上午九点的消化内科门诊专家号，请在屏幕上输入一下就诊信息，确认病人身份。
4_0046_0009_A,4,46,9,A,输入完毕。
4_0046_0010_B,4,46,10,B,好的，到时会有短信提前通知您，请您注意查收。
4_0046_0011_A,4,46,11,A,好的，谢谢您。
4_0046_0012_B,4,46,12,B,不客气。
4_0047_0001_A,4,47,1,A,您好。
4_0047_0002_B,4,47,2,B,您好，有什么可以帮到您。
4_0047_0003_A,4,47,3,A,我想挂一个明天上午十点的妇幼保健科的专家门诊号。
4_0047_0004_B,4,47,4,B,实在抱歉，系统显示明天上午十点妇幼保健科的专家余号为零，下午两点半余号还有三十位，您看可以吗？
4_0047_0005_A,4,47,5,A,不太行，那这周其他什么时间还有专家余号吗？
4_0047_0006_B,4,47,6,B,好的，这边为你查询到最近有妇幼保健科专家余号的日期为这周五，具体时间分别是上午九点和下午两点，您看可以吗？
4_0047_0007_A,4,47,7,A,可以，请帮我预约一下这周五上午九点的号。
4_0047_0008_B,4,47,8,B,好的，已帮您预约这周五上午九点的妇幼保健科门诊专家号，请在屏幕上输入一下就诊信息，确认病人身份。
4_0047_0009_A,4,47,9,A,输入完毕。
4_0047_0010_B,4,47,10,B,好的，到时会有短信提前通知您，请您注意查收。
4_0047_0011_A,4,47,11,A,好的，谢谢您。
4_0047_0012_B,4,47,12,B,不客气。
4_0048_0001_A,4,48,1,A,你好，取药。
4_0048_0002_B,4,48,2,B,您好，请输入处方药的编号。
4_0048_0003_A,4,48,3,A,编号是二幺四七四八三六四七。
4_0048_0004_B,4,48,4,B,好的，正在为您查询订单，请稍等，查询完成，请确认就诊人信息。
4_0048_0005_A,4,48,5,A,没有问题。
4_0048_0006_B,4,48,6,B,好的，系统正在通知药房为您备药，请您扫描屏幕上方的二维码，选择合适的支付方式结算药物费用。
4_0048_0007_A,4,48,7,A,好了，结完了。
4_0048_0008_B,4,48,8,B,好的，正在为你打印取药号码。
4_0048_0009_A,4,48,9,A,我去哪里取药？
4_0048_0010_B,4,48,10,B,请您拿好取药号码，到一楼门诊大厅5至8窗口凭号码排队取药。
4_0048_0011_A,4,48,11,A,好的，谢谢。
4_0048_0012_B,4,48,12,B,不客气，很高兴为您服务。
